"x","y","shape_rv"
12.0731032448829,46.6620129612779,-999
12.0931032448829,46.6620129612779,-999
12.4331032448829,46.6620129612779,-999
12.4531032448829,46.6620129612779,-999
12.4731032448829,46.6620129612779,-999
12.4931032448829,46.6620129612779,-999
12.5131032448829,46.6620129612779,-999
12.5331032448829,46.6620129612779,-999
12.0731032448829,46.6420129612779,-999
12.0931032448829,46.6420129612779,-999
12.1131032448829,46.6420129612779,-999
12.1331032448829,46.6420129612779,-999
12.4131032448829,46.6420129612779,-999
12.4331032448829,46.6420129612779,-999
12.4531032448829,46.6420129612779,-999
12.4731032448829,46.6420129612779,-999
12.4931032448829,46.6420129612779,-999
12.5131032448829,46.6420129612779,-999
12.5331032448829,46.6420129612779,-999
12.5531032448829,46.6420129612779,-999
12.5731032448829,46.6420129612779,-999
12.5931032448829,46.6420129612779,-999
12.6131032448829,46.6420129612779,-999
12.6331032448829,46.6420129612779,-999
12.6531032448829,46.6420129612779,-999
12.6731032448829,46.6420129612779,-999
12.6931032448829,46.6420129612779,-999
12.7131032448829,46.6420129612779,-999
12.0731032448829,46.6220129612779,-999
12.0931032448829,46.6220129612779,-999
12.1131032448829,46.6220129612779,-999
12.1331032448829,46.6220129612779,-999
12.1531032448829,46.6220129612779,-999
12.1731032448829,46.6220129612779,-999
12.2531032448829,46.6220129612779,-999
12.3131032448829,46.6220129612779,-999
12.3331032448829,46.6220129612779,-999
12.3531032448829,46.6220129612779,-999
12.3931032448829,46.6220129612779,-999
12.4131032448829,46.6220129612779,-999
12.4331032448829,46.6220129612779,-999
12.4531032448829,46.6220129612779,-999
12.4731032448829,46.6220129612779,-999
12.4931032448829,46.6220129612779,-999
12.5131032448829,46.6220129612779,-999
12.5331032448829,46.6220129612779,-999
12.5531032448829,46.6220129612779,-999
12.5731032448829,46.6220129612779,-999
12.5931032448829,46.6220129612779,-999
12.6131032448829,46.6220129612779,-999
12.6331032448829,46.6220129612779,-999
12.6531032448829,46.6220129612779,-999
12.6731032448829,46.6220129612779,-999
12.6931032448829,46.6220129612779,-999
12.0531032448829,46.6020129612779,-999
12.0731032448829,46.6020129612779,-999
12.0931032448829,46.6020129612779,-999
12.1131032448829,46.6020129612779,-999
12.1331032448829,46.6020129612779,-999
12.1531032448829,46.6020129612779,-999
12.1731032448829,46.6020129612779,-999
12.1931032448829,46.6020129612779,-999
12.2131032448829,46.6020129612779,-999
12.2331032448829,46.6020129612779,-999
12.2531032448829,46.6020129612779,-999
12.2731032448829,46.6020129612779,-999
12.2931032448829,46.6020129612779,-999
12.3131032448829,46.6020129612779,-999
12.3331032448829,46.6020129612779,-999
12.3531032448829,46.6020129612779,-999
12.3731032448829,46.6020129612779,-999
12.3931032448829,46.6020129612779,-999
12.4131032448829,46.6020129612779,-999
12.4331032448829,46.6020129612779,-999
12.4531032448829,46.6020129612779,-999
12.4731032448829,46.6020129612779,-999
12.4931032448829,46.6020129612779,-999
12.5131032448829,46.6020129612779,-999
12.5331032448829,46.6020129612779,-999
12.5531032448829,46.6020129612779,-999
12.5731032448829,46.6020129612779,-999
12.5931032448829,46.6020129612779,-999
12.6131032448829,46.6020129612779,-999
12.6331032448829,46.6020129612779,-999
12.6531032448829,46.6020129612779,-999
12.6731032448829,46.6020129612779,-999
12.6931032448829,46.6020129612779,-999
12.0531032448829,46.5820129612779,-999
12.0731032448829,46.5820129612779,-999
12.0931032448829,46.5820129612779,-999
12.1131032448829,46.5820129612779,-999
12.1331032448829,46.5820129612779,-999
12.1531032448829,46.5820129612779,-999
12.1731032448829,46.5820129612779,-999
12.1931032448829,46.5820129612779,-999
12.2131032448829,46.5820129612779,-999
12.2331032448829,46.5820129612779,-999
12.2531032448829,46.5820129612779,-999
12.2731032448829,46.5820129612779,-999
12.2931032448829,46.5820129612779,-999
12.3131032448829,46.5820129612779,-999
12.3331032448829,46.5820129612779,-999
12.3531032448829,46.5820129612779,-999
12.3731032448829,46.5820129612779,-999
12.3931032448829,46.5820129612779,-999
12.4131032448829,46.5820129612779,-999
12.4331032448829,46.5820129612779,-999
12.4531032448829,46.5820129612779,-999
12.4731032448829,46.5820129612779,-999
12.4931032448829,46.5820129612779,-999
12.5131032448829,46.5820129612779,-999
12.5331032448829,46.5820129612779,-999
12.5531032448829,46.5820129612779,-999
12.5731032448829,46.5820129612779,-999
12.5931032448829,46.5820129612779,-999
12.6131032448829,46.5820129612779,-999
12.6331032448829,46.5820129612779,-999
12.6531032448829,46.5820129612779,-999
12.0331032448829,46.5620129612779,-999
12.0531032448829,46.5620129612779,-999
12.0731032448829,46.5620129612779,-999
12.0931032448829,46.5620129612779,-999
12.1131032448829,46.5620129612779,-999
12.1331032448829,46.5620129612779,-999
12.1531032448829,46.5620129612779,-999
12.1731032448829,46.5620129612779,-999
12.1931032448829,46.5620129612779,-999
12.2131032448829,46.5620129612779,-999
12.2331032448829,46.5620129612779,-999
12.2531032448829,46.5620129612779,-999
12.2731032448829,46.5620129612779,-999
12.2931032448829,46.5620129612779,-999
12.3131032448829,46.5620129612779,-999
12.3331032448829,46.5620129612779,-999
12.3531032448829,46.5620129612779,-999
12.3731032448829,46.5620129612779,-999
12.3931032448829,46.5620129612779,-999
12.4131032448829,46.5620129612779,-999
12.4331032448829,46.5620129612779,-999
12.4531032448829,46.5620129612779,-999
12.4731032448829,46.5620129612779,-999
12.4931032448829,46.5620129612779,-999
12.5131032448829,46.5620129612779,-999
12.5331032448829,46.5620129612779,-999
12.5531032448829,46.5620129612779,-999
12.5731032448829,46.5620129612779,-999
12.5931032448829,46.5620129612779,-999
12.6131032448829,46.5620129612779,-999
11.9731032448829,46.5420129612779,-999
12.0131032448829,46.5420129612779,-999
12.0331032448829,46.5420129612779,-999
12.0531032448829,46.5420129612779,-999
12.0731032448829,46.5420129612779,-999
12.0931032448829,46.5420129612779,-999
12.1131032448829,46.5420129612779,-999
12.1331032448829,46.5420129612779,-999
12.1531032448829,46.5420129612779,-999
12.1731032448829,46.5420129612779,-999
12.1931032448829,46.5420129612779,-999
12.2131032448829,46.5420129612779,-999
12.2331032448829,46.5420129612779,-999
12.2531032448829,46.5420129612779,-999
12.2731032448829,46.5420129612779,-999
12.2931032448829,46.5420129612779,-999
12.3131032448829,46.5420129612779,-999
12.3331032448829,46.5420129612779,-999
12.3531032448829,46.5420129612779,-999
12.3731032448829,46.5420129612779,-999
12.3931032448829,46.5420129612779,-999
12.4131032448829,46.5420129612779,-999
12.4331032448829,46.5420129612779,-999
12.4531032448829,46.5420129612779,-999
12.4731032448829,46.5420129612779,-999
12.4931032448829,46.5420129612779,-999
12.5131032448829,46.5420129612779,-999
12.5331032448829,46.5420129612779,-999
12.5531032448829,46.5420129612779,-999
12.5731032448829,46.5420129612779,-999
12.5931032448829,46.5420129612779,-999
12.6131032448829,46.5420129612779,-999
11.8931032448829,46.5220129612779,-999
11.9131032448829,46.5220129612779,-999
11.9331032448829,46.5220129612779,-999
11.9531032448829,46.5220129612779,-999
11.9731032448829,46.5220129612779,-999
11.9931032448829,46.5220129612779,-999
12.0131032448829,46.5220129612779,-999
12.0331032448829,46.5220129612779,-999
12.0531032448829,46.5220129612779,-999
12.0731032448829,46.5220129612779,-999
12.0931032448829,46.5220129612779,-999
12.1131032448829,46.5220129612779,-999
12.1331032448829,46.5220129612779,-999
12.1531032448829,46.5220129612779,-999
12.1731032448829,46.5220129612779,-999
12.1931032448829,46.5220129612779,-999
12.2131032448829,46.5220129612779,-999
12.2331032448829,46.5220129612779,-999
12.2531032448829,46.5220129612779,-999
12.2731032448829,46.5220129612779,-999
12.2931032448829,46.5220129612779,-999
12.3131032448829,46.5220129612779,-999
12.3331032448829,46.5220129612779,-999
12.3531032448829,46.5220129612779,-999
12.3731032448829,46.5220129612779,-999
12.3931032448829,46.5220129612779,-999
12.4131032448829,46.5220129612779,-999
12.4331032448829,46.5220129612779,-999
12.4531032448829,46.5220129612779,-999
12.4731032448829,46.5220129612779,-999
12.4931032448829,46.5220129612779,-999
12.5131032448829,46.5220129612779,-999
12.5331032448829,46.5220129612779,-999
12.5531032448829,46.5220129612779,-999
12.5731032448829,46.5220129612779,-999
12.5931032448829,46.5220129612779,-999
12.6131032448829,46.5220129612779,-999
11.8331032448829,46.5020129612779,-999
11.8531032448829,46.5020129612779,-999
11.8731032448829,46.5020129612779,-999
11.8931032448829,46.5020129612779,-999
11.9131032448829,46.5020129612779,-999
11.9331032448829,46.5020129612779,-999
11.9531032448829,46.5020129612779,-999
11.9731032448829,46.5020129612779,-999
11.9931032448829,46.5020129612779,-999
12.0131032448829,46.5020129612779,-999
12.0331032448829,46.5020129612779,-999
12.0531032448829,46.5020129612779,-999
12.0731032448829,46.5020129612779,-999
12.0931032448829,46.5020129612779,-999
12.1131032448829,46.5020129612779,-999
12.1331032448829,46.5020129612779,-999
12.1531032448829,46.5020129612779,-999
12.1731032448829,46.5020129612779,-999
12.1931032448829,46.5020129612779,-999
12.2131032448829,46.5020129612779,-999
12.2331032448829,46.5020129612779,-999
12.2531032448829,46.5020129612779,-999
12.2731032448829,46.5020129612779,-999
12.2931032448829,46.5020129612779,-999
12.3131032448829,46.5020129612779,-999
12.3331032448829,46.5020129612779,-999
12.3531032448829,46.5020129612779,-999
