x,y,elev_m
12.073103244882933,46.66201296127794,2340.5283203125
12.093103244882933,46.66201296127794,2259.002685546875
12.433103244882933,46.66201296127794,1779.0487060546875
12.453103244882932,46.66201296127794,1880.4046630859375
12.473103244882932,46.66201296127794,2111.415283203125
12.493103244882933,46.66201296127794,2098.258544921875
12.513103244882933,46.66201296127794,1968.744873046875
12.533103244882932,46.66201296127794,2096.780517578125
12.073103244882933,46.642012961277935,2095.10693359375
12.093103244882933,46.642012961277935,2055.04931640625
12.113103244882932,46.642012961277935,2303.214111328125
12.133103244882932,46.642012961277935,2480.930419921875
12.413103244882933,46.642012961277935,1874.6224365234375
12.433103244882933,46.642012961277935,1642.6246337890625
12.453103244882932,46.642012961277935,1544.3489990234375
12.473103244882932,46.642012961277935,1714.351318359375
12.493103244882933,46.642012961277935,2020.519287109375
12.513103244882933,46.642012961277935,1891.5947265625
12.533103244882932,46.642012961277935,1709.689697265625
12.553103244882932,46.642012961277935,1960.8095703125
12.573103244882933,46.642012961277935,2095.499267578125
12.593103244882933,46.642012961277935,1899.6513671875
12.613103244882932,46.642012961277935,1814.762451171875
12.633103244882932,46.642012961277935,1831.406005859375
12.653103244882931,46.642012961277935,1908.051025390625
12.673103244882933,46.642012961277935,2008.6171875
12.693103244882932,46.642012961277935,1993.90234375
12.713103244882932,46.642012961277935,2140.3798828125
12.073103244882933,46.62201296127794,2118.610107421875
12.093103244882933,46.62201296127794,1864.6982421875
12.113103244882932,46.62201296127794,2008.19287109375
12.133103244882932,46.62201296127794,2246.993896484375
12.153103244882931,46.62201296127794,2157.2353515625
12.173103244882933,46.62201296127794,1812.8514404296875
12.253103244882933,46.62201296127794,1963.2669677734375
12.313103244882932,46.62201296127794,2340.364990234375
12.333103244882933,46.62201296127794,2268.262939453125
12.353103244882933,46.62201296127794,2336.743408203125
12.393103244882932,46.62201296127794,2485.909423828125
12.413103244882933,46.62201296127794,2132.066650390625
12.433103244882933,46.62201296127794,1725.3409423828125
12.453103244882932,46.62201296127794,1469.8206787109375
12.473103244882932,46.62201296127794,1393.7017822265625
12.493103244882933,46.62201296127794,1714.489990234375
12.513103244882933,46.62201296127794,1793.7227783203125
12.533103244882932,46.62201296127794,1529.6512451171875
